# YEAR  MONTH   DAY HOUR    MINUTE  MLON    MLAT MLT
2003.00 11.00 20.00 11.00 32.00 26.00 75.00 8.94
2003.00 11.00 20.00 11.00 30.00 28.50 75.00 9.08
2003.00 11.00 20.00 11.00 32.00 28.50 75.00 9.11
2003.00 11.00 20.00 11.00 30.00 31.00 75.00 9.24
2003.00 11.00 20.00 9.00 43.00 46.00 75.00 8.50
2003.00 11.00 20.00 9.00 43.00 48.50 75.00 8.66
2003.00 11.00 20.00 9.00 43.00 51.00 75.00 8.83
2003.00 11.00 20.00 9.00 51.00 51.00 75.00 8.96
2003.00 11.00 20.00 9.00 43.00 53.50 75.00 9.00
2003.00 11.00 20.00 9.00 51.00 53.50 75.00 9.13
2003.00 11.00 20.00 9.00 43.00 56.00 75.00 9.16
2003.00 11.00 20.00 9.00 51.00 56.00 75.00 9.30
2003.00 11.00 20.00 8.00 34.00 76.00 75.00 9.34
2003.00 11.00 20.00 8.00 34.00 78.50 75.00 9.51
2003.00 11.00 20.00 8.00 34.00 81.00 75.00 9.67
2003.00 11.00 20.00 8.00 34.00 83.50 75.00 9.84
2003.00 11.00 20.00 16.00 29.00 83.50 75.00 17.51
2003.00 11.00 20.00 8.00 34.00 86.00 75.00 10.01
2003.00 11.00 20.00 16.00 29.00 86.00 75.00 17.68
2003.00 11.00 20.00 8.00 14.00 88.50 75.00 9.83
2003.00 11.00 20.00 8.00 34.00 88.50 75.00 10.17
2003.00 11.00 20.00 16.00 29.00 88.50 75.00 17.84
2003.00 11.00 20.00 8.00 34.00 91.00 75.00 10.34
2003.00 11.00 20.00 16.00 29.00 91.00 75.00 18.01
2003.00 11.00 20.00 16.00 49.00 91.00 75.00 18.33
2003.00 11.00 20.00 8.00 34.00 93.50 75.00 10.51
2003.00 11.00 20.00 16.00 29.00 93.50 75.00 18.18
2003.00 11.00 20.00 16.00 49.00 93.50 75.00 18.50
2003.00 11.00 20.00 8.00 34.00 96.00 75.00 10.67
2003.00 11.00 20.00 16.00 29.00 96.00 75.00 18.34
2003.00 11.00 20.00 16.00 49.00 96.00 75.00 18.66
2003.00 11.00 20.00 8.00 34.00 98.50 75.00 10.84
2003.00 11.00 20.00 15.00 23.00 98.50 75.00 17.46
2003.00 11.00 20.00 16.00 29.00 98.50 75.00 18.51
2003.00 11.00 20.00 16.00 49.00 98.50 75.00 18.83
2003.00 11.00 20.00 8.00 34.00 101.00 75.00 11.01
2003.00 11.00 20.00 15.00 23.00 101.00 75.00 17.63
2003.00 11.00 20.00 15.00 34.00 101.00 75.00 17.80
2003.00 11.00 20.00 15.00 35.00 101.00 75.00 17.82
2003.00 11.00 20.00 16.00 29.00 101.00 75.00 18.68
2003.00 11.00 20.00 8.00 34.00 103.50 75.00 11.17
2003.00 11.00 20.00 13.00 28.00 103.50 75.00 15.97
2003.00 11.00 20.00 15.00 23.00 103.50 75.00 17.79
2003.00 11.00 20.00 15.00 34.00 103.50 75.00 17.97
2003.00 11.00 20.00 15.00 35.00 103.50 75.00 17.99
2003.00 11.00 20.00 16.00 29.00 103.50 75.00 18.84
2003.00 11.00 20.00 8.00 8.00 106.00 75.00 10.90
2003.00 11.00 20.00 8.00 34.00 106.00 75.00 11.34
2003.00 11.00 20.00 13.00 28.00 106.00 75.00 16.13
2003.00 11.00 20.00 13.00 32.00 106.00 75.00 16.20
2003.00 11.00 20.00 15.00 13.00 106.00 75.00 17.80
2003.00 11.00 20.00 15.00 23.00 106.00 75.00 17.96
2003.00 11.00 20.00 15.00 34.00 106.00 75.00 18.14
2003.00 11.00 20.00 15.00 35.00 106.00 75.00 18.15
2003.00 11.00 20.00 16.00 29.00 106.00 75.00 19.01
2003.00 11.00 20.00 16.00 57.00 106.00 75.00 19.46
2003.00 11.00 20.00 8.00 8.00 108.50 75.00 11.06
2003.00 11.00 20.00 8.00 34.00 108.50 75.00 11.51
2003.00 11.00 20.00 13.00 11.00 108.50 75.00 16.03
2003.00 11.00 20.00 13.00 28.00 108.50 75.00 16.30
2003.00 11.00 20.00 13.00 32.00 108.50 75.00 16.36
2003.00 11.00 20.00 15.00 13.00 108.50 75.00 17.97
2003.00 11.00 20.00 15.00 23.00 108.50 75.00 18.13
2003.00 11.00 20.00 15.00 34.00 108.50 75.00 18.30
2003.00 11.00 20.00 15.00 35.00 108.50 75.00 18.32
2003.00 11.00 20.00 16.00 29.00 108.50 75.00 19.18
2003.00 11.00 20.00 16.00 57.00 108.50 75.00 19.62
2003.00 11.00 20.00 18.00 46.00 108.50 75.00 21.36
2003.00 11.00 20.00 8.00 8.00 111.00 75.00 11.23
2003.00 11.00 20.00 8.00 34.00 111.00 75.00 11.67
2003.00 11.00 20.00 15.00 23.00 111.00 75.00 18.29
2003.00 11.00 20.00 15.00 34.00 111.00 75.00 18.47
2003.00 11.00 20.00 15.00 35.00 111.00 75.00 18.49
2003.00 11.00 20.00 16.00 29.00 111.00 75.00 19.34
2003.00 11.00 20.00 16.00 57.00 111.00 75.00 19.79
2003.00 11.00 20.00 18.00 46.00 111.00 75.00 21.52
2003.00 11.00 20.00 8.00 8.00 113.50 75.00 11.40
2003.00 11.00 20.00 8.00 34.00 113.50 75.00 11.84
2003.00 11.00 20.00 15.00 23.00 113.50 75.00 18.46
2003.00 11.00 20.00 15.00 34.00 113.50 75.00 18.64
2003.00 11.00 20.00 15.00 35.00 113.50 75.00 18.65
2003.00 11.00 20.00 16.00 29.00 113.50 75.00 19.51
2003.00 11.00 20.00 16.00 57.00 113.50 75.00 19.96
2003.00 11.00 20.00 18.00 46.00 113.50 75.00 21.69
2003.00 11.00 20.00 8.00 8.00 116.00 75.00 11.56
2003.00 11.00 20.00 8.00 11.00 116.00 75.00 11.61
2003.00 11.00 20.00 8.00 18.00 116.00 75.00 11.73
2003.00 11.00 20.00 8.00 34.00 116.00 75.00 12.01
2003.00 11.00 20.00 15.00 9.00 116.00 75.00 18.41
2003.00 11.00 20.00 15.00 23.00 116.00 75.00 18.63
2003.00 11.00 20.00 15.00 34.00 116.00 75.00 18.80
2003.00 11.00 20.00 15.00 35.00 116.00 75.00 18.82
2003.00 11.00 20.00 16.00 29.00 116.00 75.00 19.68
2003.00 11.00 20.00 18.00 46.00 116.00 75.00 21.86
2003.00 11.00 20.00 8.00 8.00 118.50 75.00 11.73
2003.00 11.00 20.00 8.00 11.00 118.50 75.00 11.78
2003.00 11.00 20.00 8.00 18.00 118.50 75.00 11.90
2003.00 11.00 20.00 8.00 34.00 118.50 75.00 12.17
2003.00 11.00 20.00 13.00 5.00 118.50 75.00 16.60
2003.00 11.00 20.00 14.00 17.00 118.50 75.00 17.75
2003.00 11.00 20.00 15.00 9.00 118.50 75.00 18.57
2003.00 11.00 20.00 15.00 23.00 118.50 75.00 18.79
2003.00 11.00 20.00 15.00 26.00 118.50 75.00 18.84
2003.00 11.00 20.00 15.00 28.00 118.50 75.00 18.87
2003.00 11.00 20.00 15.00 34.00 118.50 75.00 18.97
2003.00 11.00 20.00 15.00 35.00 118.50 75.00 18.99
2003.00 11.00 20.00 16.00 29.00 118.50 75.00 19.84
2003.00 11.00 20.00 18.00 46.00 118.50 75.00 22.02
2003.00 11.00 20.00 8.00 8.00 121.00 75.00 11.90
2003.00 11.00 20.00 8.00 11.00 121.00 75.00 11.95
2003.00 11.00 20.00 13.00 5.00 121.00 75.00 16.77
2003.00 11.00 20.00 13.00 27.00 121.00 75.00 17.12
2003.00 11.00 20.00 14.00 17.00 121.00 75.00 17.91
2003.00 11.00 20.00 15.00 9.00 121.00 75.00 18.74
2003.00 11.00 20.00 15.00 23.00 121.00 75.00 18.96
2003.00 11.00 20.00 15.00 26.00 121.00 75.00 19.01
2003.00 11.00 20.00 15.00 28.00 121.00 75.00 19.04
2003.00 11.00 20.00 15.00 35.00 121.00 75.00 19.15
2003.00 11.00 20.00 16.00 29.00 121.00 75.00 20.01
2003.00 11.00 20.00 17.00 58.00 121.00 75.00 21.43
2003.00 11.00 20.00 18.00 10.00 121.00 75.00 21.62
2003.00 11.00 20.00 18.00 46.00 121.00 75.00 22.19
2003.00 11.00 20.00 8.00 8.00 123.50 75.00 12.06
2003.00 11.00 20.00 13.00 5.00 123.50 75.00 16.93
2003.00 11.00 20.00 13.00 27.00 123.50 75.00 17.28
2003.00 11.00 20.00 14.00 17.00 123.50 75.00 18.08
2003.00 11.00 20.00 15.00 9.00 123.50 75.00 18.91
2003.00 11.00 20.00 15.00 23.00 123.50 75.00 19.13
2003.00 11.00 20.00 15.00 26.00 123.50 75.00 19.18
2003.00 11.00 20.00 15.00 35.00 123.50 75.00 19.32
2003.00 11.00 20.00 15.00 37.00 123.50 75.00 19.35
2003.00 11.00 20.00 16.00 29.00 123.50 75.00 20.18
2003.00 11.00 20.00 17.00 58.00 123.50 75.00 21.59
2003.00 11.00 20.00 18.00 46.00 123.50 75.00 22.36
2003.00 11.00 20.00 8.00 8.00 126.00 75.00 12.23
2003.00 11.00 20.00 13.00 5.00 126.00 75.00 17.10
2003.00 11.00 20.00 13.00 27.00 126.00 75.00 17.45
2003.00 11.00 20.00 13.00 48.00 126.00 75.00 17.78
2003.00 11.00 20.00 15.00 23.00 126.00 75.00 19.29
2003.00 11.00 20.00 15.00 26.00 126.00 75.00 19.34
2003.00 11.00 20.00 15.00 37.00 126.00 75.00 19.52
2003.00 11.00 20.00 16.00 29.00 126.00 75.00 20.34
2003.00 11.00 20.00 17.00 58.00 126.00 75.00 21.76
2003.00 11.00 20.00 18.00 46.00 126.00 75.00 22.52
2003.00 11.00 20.00 13.00 5.00 128.50 75.00 17.27
2003.00 11.00 20.00 13.00 48.00 128.50 75.00 17.95
2003.00 11.00 20.00 14.00 18.00 128.50 75.00 18.43
2003.00 11.00 20.00 15.00 23.00 128.50 75.00 19.46
2003.00 11.00 20.00 15.00 26.00 128.50 75.00 19.51
2003.00 11.00 20.00 15.00 37.00 128.50 75.00 19.68
2003.00 11.00 20.00 16.00 29.00 128.50 75.00 20.51
2003.00 11.00 20.00 17.00 58.00 128.50 75.00 21.93
2003.00 11.00 20.00 18.00 46.00 128.50 75.00 22.69
2003.00 11.00 20.00 13.00 7.00 131.00 75.00 17.46
2003.00 11.00 20.00 13.00 30.00 131.00 75.00 17.83
2003.00 11.00 20.00 14.00 18.00 131.00 75.00 18.59
2003.00 11.00 20.00 15.00 23.00 131.00 75.00 19.63
2003.00 11.00 20.00 15.00 26.00 131.00 75.00 19.68
2003.00 11.00 20.00 15.00 37.00 131.00 75.00 19.85
2003.00 11.00 20.00 16.00 29.00 131.00 75.00 20.68
2003.00 11.00 20.00 18.00 46.00 131.00 75.00 22.86
2003.00 11.00 20.00 13.00 7.00 133.50 75.00 17.63
2003.00 11.00 20.00 13.00 56.00 133.50 75.00 18.41
2003.00 11.00 20.00 14.00 18.00 133.50 75.00 18.76
2003.00 11.00 20.00 14.00 50.00 133.50 75.00 19.27
2003.00 11.00 20.00 15.00 23.00 133.50 75.00 19.79
2003.00 11.00 20.00 15.00 26.00 133.50 75.00 19.84
2003.00 11.00 20.00 15.00 37.00 133.50 75.00 20.02
2003.00 11.00 20.00 16.00 29.00 133.50 75.00 20.84
2003.00 11.00 20.00 18.00 35.00 133.50 75.00 22.85
2003.00 11.00 20.00 18.00 57.00 133.50 75.00 23.20
2003.00 11.00 20.00 19.00 15.00 133.50 75.00 23.48
2003.00 11.00 20.00 19.00 47.00 133.50 75.00 23.99
2003.00 11.00 20.00 13.00 7.00 136.00 75.00 17.80
2003.00 11.00 20.00 13.00 37.00 136.00 75.00 18.28
2003.00 11.00 20.00 13.00 44.00 136.00 75.00 18.39
2003.00 11.00 20.00 13.00 50.00 136.00 75.00 18.48
2003.00 11.00 20.00 13.00 56.00 136.00 75.00 18.58
2003.00 11.00 20.00 14.00 18.00 136.00 75.00 18.93
2003.00 11.00 20.00 14.00 50.00 136.00 75.00 19.44
2003.00 11.00 20.00 15.00 23.00 136.00 75.00 19.96
2003.00 11.00 20.00 15.00 26.00 136.00 75.00 20.01
2003.00 11.00 20.00 15.00 29.00 136.00 75.00 20.06
2003.00 11.00 20.00 15.00 37.00 136.00 75.00 20.18
2003.00 11.00 20.00 16.00 29.00 136.00 75.00 21.01
2003.00 11.00 20.00 16.00 47.00 136.00 75.00 21.30
2003.00 11.00 20.00 18.00 35.00 136.00 75.00 23.01
2003.00 11.00 20.00 18.00 57.00 136.00 75.00 23.36
2003.00 11.00 20.00 19.00 15.00 136.00 75.00 23.65
2003.00 11.00 20.00 19.00 47.00 136.00 75.00 0.16
2003.00 11.00 20.00 13.00 13.00 138.50 75.00 18.06
2003.00 11.00 20.00 13.00 37.00 138.50 75.00 18.44
2003.00 11.00 20.00 13.00 44.00 138.50 75.00 18.55
2003.00 11.00 20.00 13.00 49.00 138.50 75.00 18.63
2003.00 11.00 20.00 13.00 50.00 138.50 75.00 18.65
2003.00 11.00 20.00 13.00 56.00 138.50 75.00 18.74
2003.00 11.00 20.00 14.00 18.00 138.50 75.00 19.09
2003.00 11.00 20.00 14.00 24.00 138.50 75.00 19.19
2003.00 11.00 20.00 14.00 50.00 138.50 75.00 19.60
2003.00 11.00 20.00 15.00 0.00 138.50 75.00 19.76
2003.00 11.00 20.00 15.00 23.00 138.50 75.00 20.13
2003.00 11.00 20.00 15.00 29.00 138.50 75.00 20.22
2003.00 11.00 20.00 15.00 37.00 138.50 75.00 20.35
2003.00 11.00 20.00 16.00 29.00 138.50 75.00 21.18
2003.00 11.00 20.00 16.00 33.00 138.50 75.00 21.24
2003.00 11.00 20.00 16.00 47.00 138.50 75.00 21.46
2003.00 11.00 20.00 18.00 35.00 138.50 75.00 23.18
2003.00 11.00 20.00 18.00 57.00 138.50 75.00 23.53
2003.00 11.00 20.00 19.00 15.00 138.50 75.00 23.82
2003.00 11.00 20.00 19.00 47.00 138.50 75.00 0.33
2003.00 11.00 20.00 13.00 13.00 141.00 75.00 18.23
2003.00 11.00 20.00 13.00 37.00 141.00 75.00 18.61
2003.00 11.00 20.00 13.00 42.00 141.00 75.00 18.69
2003.00 11.00 20.00 13.00 44.00 141.00 75.00 18.72
2003.00 11.00 20.00 13.00 49.00 141.00 75.00 18.80
2003.00 11.00 20.00 13.00 50.00 141.00 75.00 18.82
2003.00 11.00 20.00 13.00 52.00 141.00 75.00 18.85
2003.00 11.00 20.00 13.00 56.00 141.00 75.00 18.91
2003.00 11.00 20.00 14.00 18.00 141.00 75.00 19.26
2003.00 11.00 20.00 14.00 24.00 141.00 75.00 19.36
2003.00 11.00 20.00 14.00 50.00 141.00 75.00 19.77
2003.00 11.00 20.00 15.00 0.00 141.00 75.00 19.93
2003.00 11.00 20.00 15.00 23.00 141.00 75.00 20.29
2003.00 11.00 20.00 15.00 29.00 141.00 75.00 20.39
2003.00 11.00 20.00 15.00 37.00 141.00 75.00 20.52
2003.00 11.00 20.00 16.00 29.00 141.00 75.00 21.34
2003.00 11.00 20.00 16.00 31.00 141.00 75.00 21.38
2003.00 11.00 20.00 16.00 33.00 141.00 75.00 21.41
2003.00 11.00 20.00 16.00 47.00 141.00 75.00 21.63
2003.00 11.00 20.00 18.00 35.00 141.00 75.00 23.35
2003.00 11.00 20.00 19.00 15.00 141.00 75.00 23.98
2003.00 11.00 20.00 19.00 47.00 141.00 75.00 0.49
2003.00 11.00 20.00 13.00 37.00 143.50 75.00 18.78
2003.00 11.00 20.00 13.00 42.00 143.50 75.00 18.85
2003.00 11.00 20.00 13.00 48.00 143.50 75.00 18.95
2003.00 11.00 20.00 13.00 49.00 143.50 75.00 18.97
2003.00 11.00 20.00 13.00 50.00 143.50 75.00 18.98
2003.00 11.00 20.00 13.00 52.00 143.50 75.00 19.01
2003.00 11.00 20.00 13.00 56.00 143.50 75.00 19.08
2003.00 11.00 20.00 14.00 18.00 143.50 75.00 19.43
2003.00 11.00 20.00 14.00 24.00 143.50 75.00 19.52
2003.00 11.00 20.00 14.00 50.00 143.50 75.00 19.94
2003.00 11.00 20.00 15.00 0.00 143.50 75.00 20.10
2003.00 11.00 20.00 15.00 37.00 143.50 75.00 20.68
2003.00 11.00 20.00 16.00 29.00 143.50 75.00 21.51
2003.00 11.00 20.00 16.00 31.00 143.50 75.00 21.54
2003.00 11.00 20.00 16.00 33.00 143.50 75.00 21.57
2003.00 11.00 20.00 16.00 47.00 143.50 75.00 21.80
2003.00 11.00 20.00 17.00 41.00 143.50 75.00 22.66
2003.00 11.00 20.00 17.00 57.00 143.50 75.00 22.91
2003.00 11.00 20.00 18.00 35.00 143.50 75.00 23.51
2003.00 11.00 20.00 19.00 15.00 143.50 75.00 0.15
2003.00 11.00 20.00 19.00 47.00 143.50 75.00 0.66
2003.00 11.00 20.00 20.00 34.00 143.50 75.00 1.41
2003.00 11.00 20.00 12.00 56.00 146.00 75.00 18.29
2003.00 11.00 20.00 13.00 42.00 146.00 75.00 19.02
2003.00 11.00 20.00 13.00 48.00 146.00 75.00 19.12
2003.00 11.00 20.00 13.00 49.00 146.00 75.00 19.13
2003.00 11.00 20.00 13.00 50.00 146.00 75.00 19.15
2003.00 11.00 20.00 13.00 55.00 146.00 75.00 19.23
2003.00 11.00 20.00 13.00 56.00 146.00 75.00 19.24
2003.00 11.00 20.00 14.00 18.00 146.00 75.00 19.59
2003.00 11.00 20.00 14.00 24.00 146.00 75.00 19.69
2003.00 11.00 20.00 14.00 50.00 146.00 75.00 20.10
2003.00 11.00 20.00 15.00 0.00 146.00 75.00 20.26
2003.00 11.00 20.00 15.00 37.00 146.00 75.00 20.85
2003.00 11.00 20.00 15.00 44.00 146.00 75.00 20.96
2003.00 11.00 20.00 16.00 29.00 146.00 75.00 21.68
2003.00 11.00 20.00 16.00 31.00 146.00 75.00 21.71
2003.00 11.00 20.00 16.00 47.00 146.00 75.00 21.96
2003.00 11.00 20.00 17.00 41.00 146.00 75.00 22.82
2003.00 11.00 20.00 17.00 57.00 146.00 75.00 23.08
2003.00 11.00 20.00 18.00 35.00 146.00 75.00 23.68
2003.00 11.00 20.00 19.00 15.00 146.00 75.00 0.32
2003.00 11.00 20.00 19.00 47.00 146.00 75.00 0.83
2003.00 11.00 20.00 20.00 34.00 146.00 75.00 1.58
2003.00 11.00 20.00 12.00 56.00 148.50 75.00 18.46
2003.00 11.00 20.00 13.00 14.00 148.50 75.00 18.74
2003.00 11.00 20.00 13.00 42.00 148.50 75.00 19.19
2003.00 11.00 20.00 13.00 48.00 148.50 75.00 19.28
2003.00 11.00 20.00 13.00 49.00 148.50 75.00 19.30
2003.00 11.00 20.00 13.00 50.00 148.50 75.00 19.32
2003.00 11.00 20.00 13.00 55.00 148.50 75.00 19.40
2003.00 11.00 20.00 13.00 56.00 148.50 75.00 19.41
2003.00 11.00 20.00 14.00 18.00 148.50 75.00 19.76
2003.00 11.00 20.00 14.00 24.00 148.50 75.00 19.86
2003.00 11.00 20.00 14.00 50.00 148.50 75.00 20.27
2003.00 11.00 20.00 15.00 0.00 148.50 75.00 20.43
2003.00 11.00 20.00 15.00 37.00 148.50 75.00 21.02
2003.00 11.00 20.00 15.00 44.00 148.50 75.00 21.13
2003.00 11.00 20.00 16.00 29.00 148.50 75.00 21.84
2003.00 11.00 20.00 16.00 31.00 148.50 75.00 21.88
2003.00 11.00 20.00 16.00 47.00 148.50 75.00 22.13
2003.00 11.00 20.00 17.00 41.00 148.50 75.00 22.99
2003.00 11.00 20.00 17.00 57.00 148.50 75.00 23.24
2003.00 11.00 20.00 18.00 35.00 148.50 75.00 23.85
2003.00 11.00 20.00 19.00 15.00 148.50 75.00 0.48
2003.00 11.00 20.00 19.00 47.00 148.50 75.00 0.99
2003.00 11.00 20.00 20.00 34.00 148.50 75.00 1.74
2003.00 11.00 20.00 12.00 56.00 151.00 75.00 18.62
2003.00 11.00 20.00 13.00 5.00 151.00 75.00 18.77
2003.00 11.00 20.00 13.00 14.00 151.00 75.00 18.91
2003.00 11.00 20.00 13.00 27.00 151.00 75.00 19.12
2003.00 11.00 20.00 13.00 40.00 151.00 75.00 19.32
2003.00 11.00 20.00 13.00 42.00 151.00 75.00 19.35
2003.00 11.00 20.00 13.00 43.00 151.00 75.00 19.37
2003.00 11.00 20.00 13.00 48.00 151.00 75.00 19.45
2003.00 11.00 20.00 13.00 49.00 151.00 75.00 19.47
2003.00 11.00 20.00 13.00 50.00 151.00 75.00 19.48
2003.00 11.00 20.00 13.00 55.00 151.00 75.00 19.56
2003.00 11.00 20.00 13.00 56.00 151.00 75.00 19.58
2003.00 11.00 20.00 14.00 18.00 151.00 75.00 19.93
2003.00 11.00 20.00 14.00 24.00 151.00 75.00 20.02
2003.00 11.00 20.00 14.00 48.00 151.00 75.00 20.40
2003.00 11.00 20.00 14.00 50.00 151.00 75.00 20.44
2003.00 11.00 20.00 15.00 0.00 151.00 75.00 20.60
2003.00 11.00 20.00 15.00 37.00 151.00 75.00 21.18
2003.00 11.00 20.00 15.00 44.00 151.00 75.00 21.30
2003.00 11.00 20.00 16.00 29.00 151.00 75.00 22.01
2003.00 11.00 20.00 16.00 31.00 151.00 75.00 22.04
2003.00 11.00 20.00 16.00 47.00 151.00 75.00 22.30
2003.00 11.00 20.00 17.00 41.00 151.00 75.00 23.16
2003.00 11.00 20.00 17.00 57.00 151.00 75.00 23.41
2003.00 11.00 20.00 19.00 15.00 151.00 75.00 0.65
2003.00 11.00 20.00 19.00 47.00 151.00 75.00 1.16
2003.00 11.00 20.00 12.00 56.00 153.50 75.00 18.79
2003.00 11.00 20.00 13.00 5.00 153.50 75.00 18.93
2003.00 11.00 20.00 13.00 6.00 153.50 75.00 18.95
2003.00 11.00 20.00 13.00 14.00 153.50 75.00 19.08
2003.00 11.00 20.00 13.00 24.00 153.50 75.00 19.23
2003.00 11.00 20.00 13.00 27.00 153.50 75.00 19.28
2003.00 11.00 20.00 13.00 40.00 153.50 75.00 19.49
2003.00 11.00 20.00 13.00 42.00 153.50 75.00 19.52
2003.00 11.00 20.00 13.00 43.00 153.50 75.00 19.54
2003.00 11.00 20.00 13.00 48.00 153.50 75.00 19.62
2003.00 11.00 20.00 13.00 49.00 153.50 75.00 19.63
2003.00 11.00 20.00 13.00 55.00 153.50 75.00 19.73
2003.00 11.00 20.00 13.00 56.00 153.50 75.00 19.74
2003.00 11.00 20.00 14.00 18.00 153.50 75.00 20.09
2003.00 11.00 20.00 14.00 19.00 153.50 75.00 20.11
2003.00 11.00 20.00 14.00 24.00 153.50 75.00 20.19
2003.00 11.00 20.00 14.00 48.00 153.50 75.00 20.57
2003.00 11.00 20.00 14.00 50.00 153.50 75.00 20.60
2003.00 11.00 20.00 15.00 7.00 153.50 75.00 20.87
2003.00 11.00 20.00 15.00 37.00 153.50 75.00 21.35
2003.00 11.00 20.00 15.00 44.00 153.50 75.00 21.46
2003.00 11.00 20.00 16.00 29.00 153.50 75.00 22.18
2003.00 11.00 20.00 16.00 31.00 153.50 75.00 22.21
2003.00 11.00 20.00 16.00 34.00 153.50 75.00 22.26
2003.00 11.00 20.00 16.00 47.00 153.50 75.00 22.46
2003.00 11.00 20.00 17.00 41.00 153.50 75.00 23.32
2003.00 11.00 20.00 17.00 57.00 153.50 75.00 23.58
2003.00 11.00 20.00 18.00 31.00 153.50 75.00 0.12
2003.00 11.00 20.00 19.00 15.00 153.50 75.00 0.82
2003.00 11.00 20.00 19.00 47.00 153.50 75.00 1.33
2003.00 11.00 20.00 12.00 56.00 156.00 75.00 18.96
2003.00 11.00 20.00 13.00 5.00 156.00 75.00 19.10
2003.00 11.00 20.00 13.00 6.00 156.00 75.00 19.11
2003.00 11.00 20.00 13.00 12.00 156.00 75.00 19.21
2003.00 11.00 20.00 13.00 14.00 156.00 75.00 19.24
2003.00 11.00 20.00 13.00 17.00 156.00 75.00 19.29
2003.00 11.00 20.00 13.00 24.00 156.00 75.00 19.40
2003.00 11.00 20.00 13.00 27.00 156.00 75.00 19.45
2003.00 11.00 20.00 13.00 36.00 156.00 75.00 19.59
2003.00 11.00 20.00 13.00 37.00 156.00 75.00 19.61
2003.00 11.00 20.00 13.00 40.00 156.00 75.00 19.66
2003.00 11.00 20.00 13.00 42.00 156.00 75.00 19.69
2003.00 11.00 20.00 13.00 43.00 156.00 75.00 19.70
2003.00 11.00 20.00 13.00 48.00 156.00 75.00 19.78
2003.00 11.00 20.00 13.00 49.00 156.00 75.00 19.80
2003.00 11.00 20.00 13.00 55.00 156.00 75.00 19.90
2003.00 11.00 20.00 13.00 56.00 156.00 75.00 19.91
2003.00 11.00 20.00 14.00 18.00 156.00 75.00 20.26
2003.00 11.00 20.00 14.00 19.00 156.00 75.00 20.28
2003.00 11.00 20.00 14.00 24.00 156.00 75.00 20.36
2003.00 11.00 20.00 14.00 32.00 156.00 75.00 20.48
2003.00 11.00 20.00 14.00 48.00 156.00 75.00 20.74
2003.00 11.00 20.00 14.00 50.00 156.00 75.00 20.77
2003.00 11.00 20.00 15.00 7.00 156.00 75.00 21.04
2003.00 11.00 20.00 15.00 37.00 156.00 75.00 21.52
2003.00 11.00 20.00 15.00 41.00 156.00 75.00 21.58
2003.00 11.00 20.00 15.00 44.00 156.00 75.00 21.63
2003.00 11.00 20.00 16.00 31.00 156.00 75.00 22.38
2003.00 11.00 20.00 17.00 41.00 156.00 75.00 23.49
2003.00 11.00 20.00 17.00 57.00 156.00 75.00 23.74
2003.00 11.00 20.00 18.00 31.00 156.00 75.00 0.28
2003.00 11.00 20.00 19.00 15.00 156.00 75.00 0.98
2003.00 11.00 20.00 13.00 5.00 158.50 75.00 19.27
2003.00 11.00 20.00 13.00 6.00 158.50 75.00 19.28
2003.00 11.00 20.00 13.00 12.00 158.50 75.00 19.38
2003.00 11.00 20.00 13.00 14.00 158.50 75.00 19.41
2003.00 11.00 20.00 13.00 17.00 158.50 75.00 19.46
2003.00 11.00 20.00 13.00 24.00 158.50 75.00 19.57
2003.00 11.00 20.00 13.00 27.00 158.50 75.00 19.62
2003.00 11.00 20.00 13.00 36.00 158.50 75.00 19.76
2003.00 11.00 20.00 13.00 37.00 158.50 75.00 19.78
2003.00 11.00 20.00 13.00 40.00 158.50 75.00 19.82
2003.00 11.00 20.00 13.00 42.00 158.50 75.00 19.85
2003.00 11.00 20.00 13.00 43.00 158.50 75.00 19.87
2003.00 11.00 20.00 13.00 48.00 158.50 75.00 19.95
2003.00 11.00 20.00 13.00 49.00 158.50 75.00 19.97
2003.00 11.00 20.00 13.00 55.00 158.50 75.00 20.06
2003.00 11.00 20.00 13.00 56.00 158.50 75.00 20.08
2003.00 11.00 20.00 14.00 18.00 158.50 75.00 20.43
2003.00 11.00 20.00 14.00 19.00 158.50 75.00 20.44
2003.00 11.00 20.00 14.00 24.00 158.50 75.00 20.52
2003.00 11.00 20.00 14.00 32.00 158.50 75.00 20.65
2003.00 11.00 20.00 14.00 37.00 158.50 75.00 20.73
2003.00 11.00 20.00 14.00 50.00 158.50 75.00 20.94
2003.00 11.00 20.00 15.00 26.00 158.50 75.00 21.51
2003.00 11.00 20.00 15.00 32.00 158.50 75.00 21.60
2003.00 11.00 20.00 15.00 37.00 158.50 75.00 21.68
2003.00 11.00 20.00 15.00 44.00 158.50 75.00 21.80
2003.00 11.00 20.00 16.00 31.00 158.50 75.00 22.54
2003.00 11.00 20.00 17.00 41.00 158.50 75.00 23.66
2003.00 11.00 20.00 17.00 57.00 158.50 75.00 23.91
2003.00 11.00 20.00 18.00 31.00 158.50 75.00 0.45
2003.00 11.00 20.00 12.00 16.00 161.00 75.00 18.65
2003.00 11.00 20.00 13.00 5.00 161.00 75.00 19.43
2003.00 11.00 20.00 13.00 6.00 161.00 75.00 19.45
2003.00 11.00 20.00 13.00 12.00 161.00 75.00 19.54
2003.00 11.00 20.00 13.00 14.00 161.00 75.00 19.58
2003.00 11.00 20.00 13.00 17.00 161.00 75.00 19.62
